feature,real_mean,null_z_median,frac_|z|>2,spatial_specific,stability_r,zero_variance,verdict
kl_mean,0.18823974385062792,187.2316052919952,0.9772727272727273,1.0,0.8153921918616394,False,STRONG (real + adds + stable)
kl_tumor,0.3187397118560643,254.73695225024505,0.9318181818181818,1.0,0.6824205672242002,False,STRONG (real + adds + stable)
self_enrich,1.1418879959083315,12.130180637133801,0.9545454545454546,1.0,0.5401544441299564,False,STRONG (real + adds + stable)
immune_tumor,-0.4224260777088665,-6.783681841730305,0.8181818181818182,1.0,0.7429109168479455,False,STRONG (real + adds + stable)
stroma_tumor,-0.4401783998109488,-3.5923880727929696,0.7272727272727273,0.8192541873281589,0.7263355046734509,False,STRONG (real + adds + stable)
